,names,task_f1s,task_accs,task_rocs,concepts_avg_accs,concepts_avg_f1s,c_f1s
0,10,0.7012345679012346,0.6333333333333333,0.6635877491492463,0.8497326203208556,0.5939306548253902,"[0.5172413793103449, 0.21374045801526717, 0.0975609756097561, 0.1917808219178082, 0.4068965517241379, 0.23076923076923078, 0.19117647058823528, 0.9618320610687023, 0.9393939393939394, 0.9318181818181818, 0.8695652173913043, 0.9206349206349206, 0.8, 0.7246376811594203, 0.8775510204081632, 0.8888888888888888, 0.3333333333333333]"
