,names,task_f1s,task_accs,task_rocs,concepts_avg_accs,concepts_avg_f1s,c_f1s
0,True_8_0.01_0.3_attention_0,0.6912928759894459,0.6454545454545455,0.7111551550054224,0.75222816399287,0.08934883512206768,"[0.021505376344086023, 0.43646408839779005, 0.0, 0.18803418803418803, 0.017857142857142856, 0.01680672268907563, 0.0, 0.1951219512195122, 0.1348314606741573, 0.0, 0.0, 0.330749354005168, 0.0, 0.0, 0.029411764705882353, 0.14814814814814814, 0.0]"
